id_cliente,nombre,email,genero,fecha_nacimiento,ciudad,segmento,fecha_nacimiento_dt,motivo_rechazo
1401,María Gómez Ramírez,maria.gomez.ramirez1@gmail.com,Mujer,14/08/1963,San Salvador,Premium,,fecha_nacimiento_invalida
1403,Sofía Rojas Flores,sofia.rojas.flores3@gmail.com,Mujer,12-06-70,San Miguel,VIP,,fecha_nacimiento_invalida
1404,Juan García Aguilar,juan.garcia.aguilar4@mail.com,Mujer,18-11-1970,San Salvador,VIP,,fecha_nacimiento_invalida
1406,Marta Chávez Vásquez,marta.chavez.vasquez6@example.com,,08-02-06,La Libertad,,,"genero_invalido, fecha_nacimiento_invalida, segmento_nulo"
1407,Sofía Cruz Santos,sofia.cruz.santos0@example.com,,20-04-1955,La Libertad,Pyme,,"genero_invalido, fecha_nacimiento_invalida"
1408,Paula Chávez Chávez,paula.chavez.chavez1@seguro.sv,,1953-09-12,Santa Ana,Pyme,,"genero_invalido, fecha_nacimiento_invalida"
1410,Ana Morales Aguilar,ana.morales.aguilar3@correo.com,Mujer,12-06-1953,La Libertad,Regular,,fecha_nacimiento_invalida
1411,Fernanda Flores Cruz,fernanda.flores.cruz4@seguro.sv,,15-01-1957,Santa Ana,VIP,,"genero_invalido, fecha_nacimiento_invalida"
1412,Pedro Hernández García,pedro.hernandez.garcia5@gmail.com,Mujer,01/01/1969,Santa Ana,Pyme,,fecha_nacimiento_invalida
1413,Sofía Rojas Aguilar,sofia.rojas.aguilar6@correo.com,Mujer,02-28-41,,,,"fecha_nacimiento_invalida, ciudad_nula, segmento_nulo"
1414,José Torres Pérez,jose.torres.perez0@example.com,Mujer,07-08-87,,VIP,,"fecha_nacimiento_invalida, ciudad_nula"
1415,Ana Chávez Vásquez,ana.chavez.vasquez1@example.com,Hombre,05-30-77,La Libertad,,,"fecha_nacimiento_invalida, segmento_nulo"
1416,Marta Santos Reyes,marta.santos.reyes2@correo.com,Mujer,2002/08/25,Santa Ana,,2002-08-25,segmento_nulo
1418,Karla Reyes García,karla.reyes.garcia4@gmail.com,Mujer,1987-06-24,La Libertad,Premium,,fecha_nacimiento_invalida
1419,Valeria Pérez Vásquez,valeria.perez.vasquez5@correo.com,Hombre,2009-10-10,San Miguel,,,"fecha_nacimiento_invalida, segmento_nulo"
1420,Ricardo Ortiz Pérez,ricardo.ortiz.perez6@example.com,,04-22-10,,Premium,,"genero_invalido, fecha_nacimiento_invalida, ciudad_nula"
1422,Lucía Rojas López,lucia.rojas.lopez1@correo.com,Mujer,1966-10-01,San Salvador,VIP,,fecha_nacimiento_invalida
1424,Valeria Chávez Flores,valeria.chavez.flores3@seguro.sv,Mujer,28/09/1957,,Regular,,"fecha_nacimiento_invalida, ciudad_nula"
1425,Ana Hernández Martínez,ana.hernandez.martinez4@example.com,Mujer,04-17-69,La Libertad,VIP,,fecha_nacimiento_invalida
1426,Andrés Reyes Morales,andres.reyes.morales5@mail.com,Hombre,12-20-55,San Miguel,,,"fecha_nacimiento_invalida, segmento_nulo"
1427,Juan Mendoza Martínez,juan.mendoza.martinez6@correo.com,,2004-11-03,San Salvador,Premium,,"genero_invalido, fecha_nacimiento_invalida"
1428,José Mendoza Gómez,jose.mendoza.gomez0@example.com,Mujer,01-16-04,San Salvador,Regular,,fecha_nacimiento_invalida
1429,María Aguilar Morales,maria.aguilar.morales1@seguro.sv,Hombre,26-11-1988,Santa Ana,VIP,,fecha_nacimiento_invalida
1430,Sofía Chávez Gómez,sofia.chavez.gomez2@example.com,Hombre,04/05/1950,San Salvador,VIP,,fecha_nacimiento_invalida
1431,Juan Cruz Aguilar,juan.cruz.aguilar3@correo.com,Mujer,21/10/1943,Sonsonate,Regular,,fecha_nacimiento_invalida
1432,Lucía Morales López,lucia.morales.lopez4@seguro.sv,Mujer,10-10-1985,,VIP,,"fecha_nacimiento_invalida, ciudad_nula"
1433,Sofía Santos Martínez,sofia.santos.martinez5@seguro.sv,Mujer,09-26-58,San Salvador,Regular,,fecha_nacimiento_invalida
1434,Daniela Gómez Morales,daniela.gomez.morales6@mail.com,Hombre,1959/02/02,San Miguel,,1959-02-02,segmento_nulo
1435,Pedro Mendoza Morales,pedro.mendoza.morales0@gmail.com,Mujer,05-05-54,Santa Ana,Regular,,fecha_nacimiento_invalida
1437,José Martínez Morales,jose.martinez.morales2@correo.com,Hombre,2012/03/09,San Miguel,,2012-03-09,segmento_nulo
1438,Carlos Vásquez Chávez,carlos.vasquez.chavez3@correo.com,Mujer,11-16-44,Santa Ana,VIP,,fecha_nacimiento_invalida
1439,Carlos López Ramírez,carlos.lopez.ramirez4@correo.com,,25-03-1956,San Miguel,Pyme,,"genero_invalido, fecha_nacimiento_invalida"
1440,Karla Gómez Aguilar,karla.gomez.aguilar5@example.com,Hombre,29/01/1983,San Salvador,VIP,,fecha_nacimiento_invalida
1441,Ana López Torres,ana.lopez.torres6@example.com,Mujer,06-27-44,La Libertad,,,"fecha_nacimiento_invalida, segmento_nulo"
1442,Carmen Hernández Martínez,carmen.hernandez.martinez0@correo.com,,01-07-73,San Salvador,Pyme,,"genero_invalido, fecha_nacimiento_invalida"
1443,Ana Castillo Martínez,ana.castillo.martinez1@example.com,,09/10/1950,San Salvador,Pyme,,"genero_invalido, fecha_nacimiento_invalida"
1445,Jorge Aguilar García,jorge.aguilar.garcia3@correo.com,Hombre,14-08-2005,La Libertad,VIP,,fecha_nacimiento_invalida
1446,Ricardo Rojas Chávez,ricardo.rojas.chavez4@mail.com,Mujer,1976-12-31,San Salvador,Regular,,fecha_nacimiento_invalida
1447,Ricardo Ramírez Flores,ricardo.ramirez.flores5@correo.com,Hombre,10-03-1942,San Salvador,,,"fecha_nacimiento_invalida, segmento_nulo"
1448,Andrés Ortiz Aguilar,andres.ortiz.aguilar6@mail.com,Mujer,01-19-11,San Salvador,Regular,,fecha_nacimiento_invalida
1450,Andrés Gómez Santos,andres.gomez.santos1@example.com,Mujer,17/01/1976,La Libertad,Pyme,,fecha_nacimiento_invalida
1451,Pedro Rojas García,pedro.rojas.garcia2@correo.com,Mujer,01-08-94,La Libertad,,,"fecha_nacimiento_invalida, segmento_nulo"
1452,Carmen Martínez Reyes,carmen.martinez.reyes3@correo.com,Mujer,06-05-85,,,,"fecha_nacimiento_invalida, ciudad_nula, segmento_nulo"
1454,Jorge López Flores,jorge.lopez.flores5@correo.com,Hombre,05-20-89,La Libertad,Regular,,fecha_nacimiento_invalida
1457,María Castillo Cruz,maria.castillo.cruz1@correo.com,Hombre,2007-10-22,Santa Ana,VIP,,fecha_nacimiento_invalida
1458,Ana Castillo Hernández,ana.castillo.hernandez2@mail.com,Hombre,07-30-58,La Libertad,Pyme,,fecha_nacimiento_invalida
1459,Pedro Morales López,pedro.morales.lopez3@example.com,,08-09-02,Santa Ana,Pyme,,"genero_invalido, fecha_nacimiento_invalida"
1460,Karla Santos Aguilar,karla.santos.aguilar4@mail.com,Hombre,26-12-1996,San Salvador,Regular,,fecha_nacimiento_invalida
1461,Pedro López Flores,pedro.lopez.flores5@seguro.sv,Hombre,2002-11-09,La Libertad,,,"fecha_nacimiento_invalida, segmento_nulo"
1462,Pedro Aguilar López,pedro.aguilar.lopez6@seguro.sv,Hombre,01-02-1974,San Miguel,VIP,,fecha_nacimiento_invalida
1464,Carlos Ortiz Chávez,carlos.ortiz.chavez1@mail.com,Mujer,06/06/1959,,,,"fecha_nacimiento_invalida, ciudad_nula, segmento_nulo"
1465,Paula García Mendoza,paula.garcia.mendoza2@gmail.com,,1956/04/04,San Salvador,,1956-04-04,"genero_invalido, segmento_nulo"
1466,José Mendoza Aguilar,jose.mendoza.aguilar3@example.com,Mujer,1955-08-08,San Miguel,Regular,,fecha_nacimiento_invalida
1467,Andrés Hernández Pérez,andres.hernandez.perez4@seguro.sv,Hombre,1946-11-22,La Libertad,Pyme,,fecha_nacimiento_invalida
1468,Juan Castillo Gómez,juan.castillo.gomez5@gmail.com,,17/01/1960,La Libertad,VIP,,"genero_invalido, fecha_nacimiento_invalida"
1469,Carmen Pérez Pérez,carmen.perez.perez6@gmail.com,Mujer,2006-06-02,La Libertad,Regular,,fecha_nacimiento_invalida
1470,Andrés López Mendoza,andres.lopez.mendoza0@gmail.com,Hombre,30-03-2002,La Libertad,Regular,,fecha_nacimiento_invalida
1471,Andrés Ortiz Rojas,andres.ortiz.rojas1@example.com,Hombre,01-02-46,La Libertad,,,"fecha_nacimiento_invalida, segmento_nulo"
1472,Diego Pérez Hernández,diego.perez.hernandez2@gmail.com,Mujer,01/03/1942,La Libertad,Regular,,fecha_nacimiento_invalida
1473,Fernanda Flores Aguilar,fernanda.flores.aguilar3@correo.com,Mujer,29-12-1945,San Salvador,VIP,,fecha_nacimiento_invalida
1474,Diego Ramírez Pérez,diego.ramirez.perez4@seguro.sv,Mujer,12-11-66,San Salvador,VIP,,fecha_nacimiento_invalida
1475,José Mendoza Flores,jose.mendoza.flores5@example.com,Mujer,07-14-92,Santa Ana,Premium,,fecha_nacimiento_invalida
1476,Sofía Aguilar Aguilar,sofia.aguilar.aguilar6@correo.com,,1982/12/13,,Premium,1982-12-13,"genero_invalido, ciudad_nula"
1478,Pedro Cruz Flores,pedro.cruz.flores1@seguro.sv,Mujer,06-16-76,La Libertad,Premium,,fecha_nacimiento_invalida
1479,Pedro Morales Chávez,pedro.morales.chavez2@correo.com,Mujer,28-05-1994,,Pyme,,"fecha_nacimiento_invalida, ciudad_nula"
1480,Carmen Cruz Torres,carmen.cruz.torres3@mail.com,,1986/10/06,San Salvador,VIP,1986-10-06,genero_invalido
1481,Fernanda García Pérez,fernanda.garcia.perez4@example.com,Mujer,04-05-2009,San Miguel,Regular,,fecha_nacimiento_invalida
1482,Carlos Ortiz Torres,carlos.ortiz.torres5@seguro.sv,Hombre,06-05-1969,La Libertad,,,"fecha_nacimiento_invalida, segmento_nulo"
1483,Karla Torres Santos,karla.torres.santos6@mail.com,,04-24-52,,,,"genero_invalido, fecha_nacimiento_invalida, ciudad_nula, segmento_nulo"
1484,María Flores Flores,maria.flores.flores0@gmail.com,Hombre,02/05/1964,San Miguel,Premium,,fecha_nacimiento_invalida
1485,Jorge Ramírez Vásquez,jorge.ramirez.vasquez1@example.com,Hombre,26-06-1967,San Miguel,,,"fecha_nacimiento_invalida, segmento_nulo"
1486,Andrés Ramírez Torres,andres.ramirez.torres2@example.com,Hombre,08-05-10,,Regular,,"fecha_nacimiento_invalida, ciudad_nula"
1487,Sofía Chávez Santos,sofia.chavez.santos3@example.com,Hombre,30/08/1986,Santa Ana,Regular,,fecha_nacimiento_invalida
1488,Carmen Aguilar Vásquez,carmen.aguilar.vasquez4@example.com,Mujer,13-01-1962,Sonsonate,Premium,,fecha_nacimiento_invalida
1489,Valeria Torres García,valeria.torres.garcia5@seguro.sv,Hombre,28-08-1962,San Salvador,Premium,,fecha_nacimiento_invalida
1491,Juan Rojas Aguilar,juan.rojas.aguilar0@seguro.sv,,05-27-93,San Salvador,Premium,,"genero_invalido, fecha_nacimiento_invalida"
1493,José Rojas Ramírez,jose.rojas.ramirez2@gmail.com,Mujer,1943-08-01,San Salvador,,,"fecha_nacimiento_invalida, segmento_nulo"
1495,Diego Pérez López,diego.perez.lopez4@correo.com,Mujer,03-09-1989,Santa Ana,,,"fecha_nacimiento_invalida, segmento_nulo"
1496,Ana Gómez García,ana.gomez.garcia5@example.com,,1991-04-01,San Salvador,Pyme,,"genero_invalido, fecha_nacimiento_invalida"
1497,Diego Cruz Chávez,diego.cruz.chavez6@correo.com,Hombre,09-09-94,San Salvador,Premium,,fecha_nacimiento_invalida
1498,Carlos Rojas Santos,carlos.rojas.santos0@seguro.sv,Hombre,20/10/1993,San Salvador,Pyme,,fecha_nacimiento_invalida
1499,Paula Chávez Pérez,paula.chavez.perez1@gmail.com,,2006-04-24,Sonsonate,Premium,,"genero_invalido, fecha_nacimiento_invalida"
1500,Ricardo Rojas Mendoza,ricardo.rojas.mendoza2@seguro.sv,Hombre,1970/09/16,La Libertad,,1970-09-16,segmento_nulo
1501,Sofía Vásquez Pérez,sofia.vasquez.perez3@seguro.sv,Mujer,09-02-2003,Santa Ana,Regular,,fecha_nacimiento_invalida
1502,Pedro Morales Flores,pedro.morales.flores4@correo.com,,1962/04/26,La Libertad,,1962-04-26,"genero_invalido, segmento_nulo"
1503,Diego García Chávez,diego.garcia.chavez5@seguro.sv,Mujer,12-21-03,San Miguel,VIP,,fecha_nacimiento_invalida
1504,Ricardo Rojas Chávez,ricardo.rojas.chavez6@example.com,Mujer,19/01/1978,San Miguel,Regular,,fecha_nacimiento_invalida
1506,Pedro Martínez Cruz,pedro.martinez.cruz1@correo.com,Hombre,1948/01/27,,Regular,1948-01-27,ciudad_nula
1507,María Mendoza Flores,maria.mendoza.flores2@correo.com,,08-25-80,Santa Ana,Pyme,,"genero_invalido, fecha_nacimiento_invalida"
1508,Carlos Gómez Mendoza,carlos.gomez.mendoza3@mail.com,Mujer,1945-12-28,,Regular,,"fecha_nacimiento_invalida, ciudad_nula"
1509,Fernanda Aguilar Rojas,fernanda.aguilar.rojas4@correo.com,Mujer,1955-01-24,San Salvador,Regular,,fecha_nacimiento_invalida
1510,Carmen Ortiz Hernández,carmen.ortiz.hernandez5@example.com,Mujer,22/11/2009,,Premium,,"fecha_nacimiento_invalida, ciudad_nula"
1512,Carmen Martínez Aguilar,carmen.martinez.aguilar0@correo.com,Mujer,12-26-53,Sonsonate,Pyme,,fecha_nacimiento_invalida
1514,Luis López Castillo,luis.lopez.castillo2@seguro.sv,Hombre,03-05-1981,,Pyme,,"fecha_nacimiento_invalida, ciudad_nula"
1515,Daniela Chávez Mendoza,daniela.chavez.mendoza3@gmail.com,,10-02-71,,Premium,,"genero_invalido, fecha_nacimiento_invalida, ciudad_nula"
1516,Daniela Aguilar Pérez,daniela.aguilar.perez4@mail.com,Mujer,03-15-12,San Miguel,,,"fecha_nacimiento_invalida, segmento_nulo"
1517,Andrés Morales Morales,andres.morales.morales5@example.com,,14/11/1966,San Salvador,Pyme,,"genero_invalido, fecha_nacimiento_invalida"
1518,Luis Chávez Santos,luis.chavez.santos6@correo.com,Hombre,12-02-10,La Libertad,Premium,,fecha_nacimiento_invalida
1519,Ana Cruz Chávez,ana.cruz.chavez0@seguro.sv,,09-09-62,Santa Ana,Premium,,"genero_invalido, fecha_nacimiento_invalida"
1520,Andrés Martínez Cruz,andres.martinez.cruz1@mail.com,Mujer,01-20-53,San Salvador,Pyme,,fecha_nacimiento_invalida
1521,Lucía Rojas García,lucia.rojas.garcia2@gmail.com,Hombre,02-09-1993,San Salvador,VIP,,fecha_nacimiento_invalida
1522,Pedro Reyes Ramírez,pedro.reyes.ramirez3@correo.com,Mujer,1967-11-04,Santa Ana,Regular,,fecha_nacimiento_invalida
1523,Juan López Mendoza,juan.lopez.mendoza4@example.com,Mujer,15-08-1959,La Libertad,,,"fecha_nacimiento_invalida, segmento_nulo"
1525,Andrés Mendoza Martínez,andres.mendoza.martinez6@gmail.com,Hombre,1999-10-11,Santa Ana,Regular,,fecha_nacimiento_invalida
1527,Diego Martínez Martínez,diego.martinez.martinez1@correo.com,Hombre,05-03-1967,,Pyme,,"fecha_nacimiento_invalida, ciudad_nula"
1528,Luis Rojas Ortiz,luis.rojas.ortiz2@correo.com,Mujer,1990-12-22,Santa Ana,Regular,,fecha_nacimiento_invalida
1529,Ricardo García Cruz,ricardo.garcia.cruz3@correo.com,Hombre,05-01-1982,San Salvador,Pyme,,fecha_nacimiento_invalida
1531,Daniela Pérez Santos,daniela.perez.santos5@gmail.com,Hombre,27/08/1986,San Salvador,Pyme,,fecha_nacimiento_invalida
1533,Luis Ortiz Cruz,luis.ortiz.cruz0@correo.com,,15/04/2010,San Salvador,,,"genero_invalido, fecha_nacimiento_invalida, segmento_nulo"
1534,Pedro Rojas Morales,pedro.rojas.morales1@example.com,Hombre,13/08/1977,Santa Ana,Pyme,,fecha_nacimiento_invalida
1535,María Reyes Martínez,maria.reyes.martinez2@seguro.sv,Mujer,30-01-1979,La Libertad,Regular,,fecha_nacimiento_invalida
1536,Pedro Hernández Castillo,pedro.hernandez.castillo3@seguro.sv,,1961/02/21,Santa Ana,Pyme,1961-02-21,genero_invalido
1539,Luis Martínez López,luis.martinez.lopez6@correo.com,Mujer,04-10-82,San Miguel,VIP,,fecha_nacimiento_invalida
1540,Juan Gómez Castillo,juan.gomez.castillo0@gmail.com,Hombre,1969-08-14,,Premium,,"fecha_nacimiento_invalida, ciudad_nula"
1542,Luis García Chávez,luis.garcia.chavez2@correo.com,Hombre,1994/05/19,San Salvador,,1994-05-19,segmento_nulo
1543,Diego Castillo Martínez,diego.castillo.martinez3@correo.com,,17-04-1975,San Miguel,Regular,,"genero_invalido, fecha_nacimiento_invalida"
1544,Carlos Morales Rojas,carlos.morales.rojas4@example.com,Hombre,05-24-12,Santa Ana,Pyme,,fecha_nacimiento_invalida
1545,Luis Pérez Martínez,luis.perez.martinez5@mail.com,Mujer,1947-02-16,La Libertad,Premium,,fecha_nacimiento_invalida
1546,María Castillo Reyes,maria.castillo.reyes6@correo.com,,12-09-2001,La Libertad,,,"genero_invalido, fecha_nacimiento_invalida, segmento_nulo"
1547,Jorge Castillo Ramírez,jorge.castillo.ramirez0@example.com,Mujer,15-06-1982,Santa Ana,VIP,,fecha_nacimiento_invalida
1548,Juan Martínez Flores,juan.martinez.flores1@seguro.sv,,13-12-1974,San Miguel,Premium,,"genero_invalido, fecha_nacimiento_invalida"
1549,Marta Rojas Reyes,marta.rojas.reyes2@correo.com,Mujer,03/06/2007,San Miguel,VIP,,fecha_nacimiento_invalida
1551,Carmen Rojas Martínez,carmen.rojas.martinez4@example.com,Mujer,06-23-30,San Miguel,VIP,,fecha_nacimiento_invalida
1552,Ricardo Mendoza Ramírez,ricardo.mendoza.ramirez5@gmail.com,Mujer,1958/12/08,La Libertad,,1958-12-08,segmento_nulo
1553,Karla Torres Ramírez,karla.torres.ramirez6@mail.com,,1979/01/08,Sonsonate,,1979-01-08,"genero_invalido, segmento_nulo"
1554,Paula Martínez Castillo,paula.martinez.castillo0@gmail.com,Hombre,1969-11-02,La Libertad,Pyme,,fecha_nacimiento_invalida
1555,Karla Santos Cruz,karla.santos.cruz1@correo.com,,04-10-68,San Miguel,Premium,,"genero_invalido, fecha_nacimiento_invalida"
1556,Jorge Flores Morales,jorge.flores.morales2@correo.com,,02/04/2030,La Libertad,Pyme,,"genero_invalido, fecha_nacimiento_invalida"
1557,Juan García Flores,juan.garcia.flores3@gmail.com,,1988-01-08,Sonsonate,,,"genero_invalido, fecha_nacimiento_invalida, segmento_nulo"
1558,Juan Aguilar Santos,juan.aguilar.santos4@gmail.com,Mujer,1959-02-23,Santa Ana,,,"fecha_nacimiento_invalida, segmento_nulo"
1559,Marta Gómez Ortiz,marta.gomez.ortiz5@seguro.sv,Hombre,11-11-98,Santa Ana,VIP,,fecha_nacimiento_invalida
1560,José Pérez Flores,jose.perez.flores6@example.com,,01/03/1955,La Libertad,Premium,,"genero_invalido, fecha_nacimiento_invalida"
1561,Pedro Hernández Castillo,pedro.hernandez.castillo0@gmail.com,Hombre,1967-10-07,San Salvador,VIP,,fecha_nacimiento_invalida
1562,Ana Cruz García,ana.cruz.garcia1@example.com,Mujer,2009-11-09,La Libertad,VIP,,fecha_nacimiento_invalida
1563,Daniela Ortiz Chávez,daniela.ortiz.chavez2@gmail.com,Mujer,1985-10-28,San Miguel,Regular,,fecha_nacimiento_invalida
1564,Carmen Morales Ramírez,carmen.morales.ramirez3@mail.com,Mujer,1988-12-02,San Salvador,Premium,,fecha_nacimiento_invalida
1565,Marta Gómez Mendoza,marta.gomez.mendoza4@seguro.sv,Hombre,11-10-01,San Salvador,Pyme,,fecha_nacimiento_invalida
1566,Andrés Hernández Mendoza,andres.hernandez.mendoza5@correo.com,Mujer,09/08/2009,,,,"fecha_nacimiento_invalida, ciudad_nula, segmento_nulo"
1567,María Cruz Aguilar,maria.cruz.aguilar6@seguro.sv,Mujer,01-04-90,Santa Ana,VIP,,fecha_nacimiento_invalida
1568,Paula Ramírez López,paula.ramirez.lopez0@example.com,Hombre,03-22-91,La Libertad,Regular,,fecha_nacimiento_invalida
1570,Fernanda Ortiz Reyes,fernanda.ortiz.reyes2@mail.com,Hombre,09-29-50,Santa Ana,,,"fecha_nacimiento_invalida, segmento_nulo"
1571,Andrés Castillo Martínez,andres.castillo.martinez3@example.com,Hombre,24/07/1949,San Miguel,Premium,,fecha_nacimiento_invalida
1572,Valeria Reyes Rojas,valeria.reyes.rojas4@example.com,Hombre,03-09-1946,San Miguel,Pyme,,fecha_nacimiento_invalida
1573,Ana López Castillo,ana.lopez.castillo5@mail.com,Mujer,1969/05/27,,VIP,1969-05-27,ciudad_nula
1574,Pedro Hernández Hernández,pedro.hernandez.hernandez6@example.com,Hombre,14/09/1963,,,,"fecha_nacimiento_invalida, ciudad_nula, segmento_nulo"
1575,María Cruz Martínez,maria.cruz.martinez0@gmail.com,Hombre,1964-10-21,,,,"fecha_nacimiento_invalida, ciudad_nula, segmento_nulo"
1576,Carlos Ortiz Castillo,carlos.ortiz.castillo1@mail.com,Mujer,04-01-1949,San Salvador,Regular,,fecha_nacimiento_invalida
1577,Juan Pérez García,juan.perez.garcia2@gmail.com,Mujer,1948-06-17,La Libertad,Pyme,,fecha_nacimiento_invalida
1578,Pedro Morales Ortiz,pedro.morales.ortiz3@gmail.com,Hombre,03/08/1949,San Salvador,Premium,,fecha_nacimiento_invalida
1579,Carmen Santos Hernández,carmen.santos.hernandez4@seguro.sv,Hombre,05/08/1996,Santa Ana,Premium,,fecha_nacimiento_invalida
1580,Andrés López Mendoza,andres.lopez.mendoza5@correo.com,,1964/07/08,Santa Ana,Pyme,1964-07-08,genero_invalido
1581,Sofía Torres Morales,sofia.torres.morales6@example.com,Mujer,07/04/1957,La Libertad,Pyme,,fecha_nacimiento_invalida
1582,Jorge Castillo Flores,jorge.castillo.flores0@mail.com,,05-05-62,,VIP,,"genero_invalido, fecha_nacimiento_invalida, ciudad_nula"
1583,José Morales Santos,jose.morales.santos1@correo.com,Mujer,24/02/1957,,Premium,,"fecha_nacimiento_invalida, ciudad_nula"
1584,Luis Martínez Cruz,luis.martinez.cruz2@mail.com,Hombre,05-06-1962,Santa Ana,Regular,,fecha_nacimiento_invalida
1585,José Santos López,jose.santos.lopez3@mail.com,Mujer,24-06-1998,San Salvador,Premium,,fecha_nacimiento_invalida
1586,Paula Pérez Pérez,paula.perez.perez4@mail.com,Mujer,12-24-04,La Libertad,,,"fecha_nacimiento_invalida, segmento_nulo"
1587,Valeria Chávez Ramírez,valeria.chavez.ramirez5@seguro.sv,Mujer,21/12/1996,Santa Ana,Pyme,,fecha_nacimiento_invalida
1588,Valeria Rojas Martínez,valeria.rojas.martinez6@mail.com,Mujer,06-08-2030,Sonsonate,Premium,,fecha_nacimiento_invalida
1589,Andrés Hernández Castillo,andres.hernandez.castillo0@correo.com,,1952-08-15,La Libertad,VIP,,"genero_invalido, fecha_nacimiento_invalida"
1590,Jorge Chávez Vásquez,jorge.chavez.vasquez1@seguro.sv,Hombre,03-15-67,La Libertad,Regular,,fecha_nacimiento_invalida
1591,Carmen Aguilar Cruz,carmen.aguilar.cruz2@mail.com,Hombre,22-04-1979,La Libertad,,,"fecha_nacimiento_invalida, segmento_nulo"
1592,Daniela Pérez Hernández,daniela.perez.hernandez3@gmail.com,Mujer,1964-01-06,San Miguel,Regular,,fecha_nacimiento_invalida
1593,Lucía López García,lucia.lopez.garcia4@mail.com,Hombre,11-18-90,San Miguel,,,"fecha_nacimiento_invalida, segmento_nulo"
1594,Karla Santos Mendoza,karla.santos.mendoza5@gmail.com,Mujer,30/05/1956,San Salvador,,,"fecha_nacimiento_invalida, segmento_nulo"
1595,Andrés Santos Reyes,andres.santos.reyes6@correo.com,Hombre,02-17-40,La Libertad,Regular,,fecha_nacimiento_invalida
1597,Ricardo Torres Ramírez,ricardo.torres.ramirez1@example.com,Mujer,20-12-1961,Santa Ana,Regular,,fecha_nacimiento_invalida
1600,Sofía Ramírez Vásquez,sofia.ramirez.vasquez4@mail.com,Mujer,08-09-1948,San Salvador,,,"fecha_nacimiento_invalida, segmento_nulo"
1601,Paula Ramírez García,paula.ramirez.garcia5@gmail.com,Hombre,1970-07-29,San Miguel,,,"fecha_nacimiento_invalida, segmento_nulo"
1602,Diego Martínez Aguilar,diego.martinez.aguilar6@correo.com,Hombre,2001-10-24,La Libertad,Pyme,,fecha_nacimiento_invalida
1603,Marta Hernández García,marta.hernandez.garcia0@gmail.com,Mujer,1985-03-10,La Libertad,Regular,,fecha_nacimiento_invalida
1604,Paula Ortiz Gómez,paula.ortiz.gomez1@gmail.com,Mujer,05-31-42,Santa Ana,Premium,,fecha_nacimiento_invalida
1605,Diego Martínez Gómez,diego.martinez.gomez2@correo.com,Mujer,07-27-57,La Libertad,Pyme,,fecha_nacimiento_invalida
1606,Diego Torres Pérez,diego.torres.perez3@correo.com,Mujer,10-28-42,La Libertad,VIP,,fecha_nacimiento_invalida
1607,Carmen Aguilar Morales,carmen.aguilar.morales4@mail.com,Hombre,06/09/1940,La Libertad,VIP,,fecha_nacimiento_invalida
1608,Carmen Ramírez García,carmen.ramirez.garcia5@seguro.sv,Hombre,16/10/1953,San Miguel,,,"fecha_nacimiento_invalida, segmento_nulo"
1609,Daniela Santos Santos,daniela.santos.santos6@correo.com,Mujer,1969/08/11,,Pyme,1969-08-11,ciudad_nula
1611,Lucía Castillo Morales,lucia.castillo.morales1@mail.com,Mujer,2009-04-23,Santa Ana,Premium,,fecha_nacimiento_invalida
1612,Fernanda Hernández Ortiz,fernanda.hernandez.ortiz2@gmail.com,Mujer,1983-01-01,,,,"fecha_nacimiento_invalida, ciudad_nula, segmento_nulo"
1613,Diego Pérez Cruz,diego.perez.cruz3@gmail.com,Hombre,1944-07-21,Santa Ana,,,"fecha_nacimiento_invalida, segmento_nulo"
1615,Andrés Aguilar Ramírez,andres.aguilar.ramirez5@correo.com,Hombre,1952-07-14,,,,"fecha_nacimiento_invalida, ciudad_nula, segmento_nulo"
1616,Paula García Rojas,paula.garcia.rojas6@mail.com,Mujer,04-09-2004,Santa Ana,Regular,,fecha_nacimiento_invalida
1617,Ana Martínez López,ana.martinez.lopez0@mail.com,Mujer,2009-12-24,San Miguel,,,"fecha_nacimiento_invalida, segmento_nulo"
1618,María García Ramírez,maria.garcia.ramirez1@mail.com,,1983/02/18,San Miguel,,1983-02-18,"genero_invalido, segmento_nulo"
1619,Ana Pérez Vásquez,ana.perez.vasquez2@mail.com,Hombre,01-25-68,San Miguel,Premium,,fecha_nacimiento_invalida
1620,María Ortiz Pérez,maria.ortiz.perez3@gmail.com,,11-10-93,La Libertad,VIP,,"genero_invalido, fecha_nacimiento_invalida"
1621,Luis Gómez Castillo,luis.gomez.castillo4@mail.com,Mujer,25-12-1984,La Libertad,,,"fecha_nacimiento_invalida, segmento_nulo"
1622,Andrés Chávez López,andres.chavez.lopez5@mail.com,Hombre,12-17-43,Santa Ana,Regular,,fecha_nacimiento_invalida
1623,Marta García Vásquez,marta.garcia.vasquez6@gmail.com,Mujer,10-12-2004,La Libertad,VIP,,fecha_nacimiento_invalida
1624,Diego Rojas Pérez,diego.rojas.perez0@correo.com,Mujer,07-26-11,San Salvador,Regular,,fecha_nacimiento_invalida
1625,Carmen Santos Morales,carmen.santos.morales1@mail.com,Hombre,15-06-2005,San Salvador,Premium,,fecha_nacimiento_invalida
1626,Diego Rojas Torres,diego.rojas.torres2@gmail.com,Mujer,1995-02-07,,Premium,,"fecha_nacimiento_invalida, ciudad_nula"
